,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
1431,Mizoram,MIZORAM,C LALROSANGA,MNF,Star,MALE,ST,Graduate
1432,Mizoram,MIZORAM,LALNGHINGLOVA HMAR,IND,Triangle,MALE,ST,Post Graduate
1433,Mizoram,MIZORAM,NIRUPAM CHAKMA,BJP,Lotus,MALE,ST,Graduate Professional
1434,Mizoram,MIZORAM,TBC LALVENCHHUNGA,PRISMP,DIAMOND,MALE,ST,10th Pass
1435,Mizoram,MIZORAM,LAL HRIATRENGA CHHANGTE,IND,Tyres,MALE,ST,Graduate Professional
1436,Uttar Pradesh,MOHANLALGANJ,Kaushal Kishore,BJP,Lotus,MALE,SC,Graduate
1437,Uttar Pradesh,MOHANLALGANJ,C. L. Verma,BSP,Elephant,MALE,SC,Post Graduate
1438,Uttar Pradesh,MOHANLALGANJ,R. K. Chaudhary,INC,Hand,MALE,SC,Graduate Professional
1439,Uttar Pradesh,MORADABAD,Dr. S.T. HASAN,SP,Bicycle,MALE,GENERAL,Post Graduate
1440,Uttar Pradesh,MORADABAD,KUNWAR SARVESH KUMAR,BJP,Lotus,MALE,GENERAL,10th Pass
1441,Uttar Pradesh,MORADABAD,IMRAN PRATAPGARHI,INC,Hand,MALE,GENERAL,Post Graduate
1442,Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,BJP,Lotus,MALE,GENERAL,Graduate
1443,Madhya Pradesh,MORENA,RAMNIWAS RAWAT,INC,Hand,MALE,GENERAL,Post Graduate
1444,Madhya Pradesh,MORENA,KARTAR SINGH BHADANA,BSP,Elephant,MALE,GENERAL,8th Pass
1445,Maharashtra,MUMBAI NORTH,Gopal Shetty,BJP,Lotus,MALE,GENERAL,5th Pass
1446,Maharashtra,MUMBAI NORTH,Urmila Matondkar,INC,Hand,FEMALE,GENERAL,12th Pass
1447,Maharashtra,MUMBAI NORTH,Thorat Sunil Uttamrao,VBA,Cup & Saucer,MALE,SC,Graduate
1448,Maharashtra,MUMBAI NORTH,NOTA,NOTA,,,,
1449,Maharashtra,MUMBAI NORTH CENTRAL,POONAM MAHAJAN,BJP,Lotus,FEMALE,GENERAL,Others
1450,Maharashtra,MUMBAI NORTH CENTRAL,DUTT PRIYA SUNIL,INC,Hand,FEMALE,GENERAL,Graduate
1451,Maharashtra,MUMBAI NORTH CENTRAL,ABDUR REHMAN ANJARIA,VBA,Cup & Saucer,MALE,GENERAL,Doctorate
1452,Maharashtra,MUMBAI NORTH CENTRAL,NOTA,NOTA,,,,
1453,Maharashtra,MUMBAI NORTH EAST,Manoj Kotak,BJP,Lotus,MALE,GENERAL,10th Pass
1454,Maharashtra,MUMBAI NORTH EAST,Patil Sanjay Dina,NCP,Clock,MALE,GENERAL,Graduate
1455,Maharashtra,MUMBAI NORTH EAST,Niharika Prakashchandra Khondalay,VBA,Cup & Saucer,FEMALE,GENERAL,Graduate
1456,Maharashtra,MUMBAI NORTH EAST,NOTA,NOTA,,,,
1457,Maharashtra,MUMBAI NORTH WEST,Gajanan Kirtikar,SHS,Bow and Arrow,MALE,GENERAL,Graduate
1458,Maharashtra,MUMBAI NORTH WEST,Sanjay Nirupam,INC,Hand,MALE,GENERAL,Graduate
1459,Maharashtra,MUMBAI NORTH WEST,Suresh Sundar Shetty,VBA,Cup & Saucer,MALE,GENERAL,8th Pass
1460,Maharashtra,MUMBAI NORTH WEST,NOTA,NOTA,,,,
1461,Maharashtra,MUMBAI SOUTH,Arvind Ganpat Sawant,SHS,Bow and Arrow,MALE,GENERAL,Graduate
1462,Maharashtra,MUMBAI SOUTH,Deora Milind Murli,INC,Hand,MALE,GENERAL,Graduate
1463,Maharashtra,MUMBAI SOUTH,Dr. Anil Kumar,VBA,Cup & Saucer,MALE,GENERAL,Others
1464,Maharashtra,MUMBAI SOUTH,NOTA,NOTA,,,,
1465,Maharashtra,MUMBAI SOUTH CENTRAL,Rahul Ramesh Shewale,SHS,Bow & Arrow,MALE,SC,Others
1466,Maharashtra,MUMBAI SOUTH CENTRAL,Eknath M. Gaikwad,INC,Hand,MALE,GENERAL,10th Pass
1467,Maharashtra,MUMBAI SOUTH CENTRAL,Bhosale Sanjay Sushil,VBA,Cup & Saucer,MALE,GENERAL,Graduate Professional
1468,Maharashtra,MUMBAI SOUTH CENTRAL,NOTA,NOTA,,,,
1469,Maharashtra,MUMBAI SOUTH CENTRAL,Ahmed Shakil Sagir Ahmed Shaikh,BSP,Elephant,MALE,GENERAL,5th Pass
1470,Bihar,MUNGER,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),Arrow,MALE,GENERAL,Graduate
1471,Bihar,MUNGER,NILAM DEVI,INC,Hand,FEMALE,GENERAL,Literate
1472,Bihar,MUNGER,AMARJIT PATEL,IND,Tractor Chalata Kisan,MALE,GENERAL,Graduate
1473,Bihar,MUNGER,DINA SAW,IND,Bat,MALE,GENERAL,8th Pass
1474,Bihar,MUNGER,UCHIT KUMAR,IND,Balloon,MALE,GENERAL,12th Pass
1475,Bihar,MUNGER,DR. RAJESH KUMAR RATNAKAR,IND,Air Conditioner,MALE,SC,Graduate Professional
1476,Bihar,MUNGER,KUMAR NAVNEET HIMANSHU,BSP,Elephant,MALE,SC,12th Pass
1477,West Bengal,MURSHIDABAD,ABU TAHER KHAN,AITC,Flowers and Grass,MALE,GENERAL,8th Pass
1478,West Bengal,MURSHIDABAD,"ABU HENA, S/O - LATE ABDUS SATTAR",INC,Hand,MALE,GENERAL,Post Graduate
1479,West Bengal,MURSHIDABAD,HUMAYUN KABIR,BJP,Lotus,MALE,GENERAL,12th Pass
1480,West Bengal,MURSHIDABAD,BADARUDDOZA KHAN,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
1481,West Bengal,MURSHIDABAD,NOTA,NOTA,,,,
1482,Uttar Pradesh,MUZAFFARNAGAR,Sanjeev Kumar Balyan,BJP,Lotus,MALE,GENERAL,Doctorate
1483,Uttar Pradesh,MUZAFFARNAGAR,Ajit Singh,RLD,Hand Pump,MALE,GENERAL,Post Graduate
1484,Bihar,MUZAFFARPUR,Ajay Nishad,BJP,Lotus,MALE,GENERAL,Graduate
1485,Bihar,MUZAFFARPUR,Raj Bhushan Choudhary,VSIP,Boat with Man and Sail,MALE,GENERAL,Post Graduate
1486,Bihar,MUZAFFARPUR,Sukhdeo Prasad,VPI,Gas Cylinder,MALE,GENERAL,12th Pass
1487,Bihar,MUZAFFARPUR,Sudhir Kumar Jha,YKP,Water Melon,MALE,GENERAL,Graduate
1488,Karnataka,MYSORE,PRATHAP SIMHA,BJP,Lotus,MALE,GENERAL,Post Graduate
1489,Karnataka,MYSORE,C.H.VIJAYASHANKAR,INC,Hand,MALE,GENERAL,Graduate
1490,Karnataka,MYSORE,DR. B. CHANDRA (CHANDREGOWDA),BSP,Elephant,MALE,GENERAL,Graduate Professional
1491,Odisha,NABARANGPUR,RAMESH CHANDRA MAJHI,BJD,Conch,MALE,ST,Graduate
1492,Odisha,NABARANGPUR,PRADEEP KUMAR MAJHI,INC,Hand,MALE,ST,Graduate
1493,Odisha,NABARANGPUR,BALABHADRA MAJHI,BJP,Lotus,MALE,ST,Graduate
1494,Odisha,NABARANGPUR,NOTA,NOTA,,,,
1495,Odisha,NABARANGPUR,CHANDRADHWAJ MAJHI,BSP,Elephant,MALE,ST,Graduate
1496,Nagaland,NAGALAND,Tokheho Yepthomi,NDPP,Globe,MALE,ST,Graduate
1497,Nagaland,NAGALAND,K L Chishi,INC,Hand,MALE,ST,Graduate Professional
1498,Nagaland,NAGALAND,Hayithung Tungoe,NPEP,Book,MALE,ST,Post Graduate
1499,Tamil Nadu,NAGAPATTINAM,SELVARAJ M,CPI(M),Ears of Corn And Sickle,MALE,SC,12th Pass
1500,Tamil Nadu,NAGAPATTINAM,SARAVANAN M,AIADMK,Two Leaves,MALE,SC,Post Graduate
1501,Tamil Nadu,NAGAPATTINAM,SENGODI T,IND,Gift Pack,FEMALE,SC,Graduate
1502,Tamil Nadu,NAGAPATTINAM,MALATHI P,NTK,Ganna Kisan,FEMALE,SC,Graduate Professional
1503,Tamil Nadu,NAGAPATTINAM,GURUVIAH K,MNM,Battery Torch,MALE,SC,Graduate Professional
1504,Telangana,NAGARKURNOOL,POTHUGANTI RAMULU,TRS,Car,MALE,SC,Graduate
1505,Telangana,NAGARKURNOOL,DR MALLU RAVI,INC,Hand,MALE,SC,Graduate Professional
1506,Telangana,NAGARKURNOOL,SHRUTHI BANGARU ALIAS BANGARU SHRUTHI,BJP,Lotus,FEMALE,SC,Post Graduate
1507,Telangana,NAGARKURNOOL,NOTA,NOTA,,,,
1508,Telangana,NAGARKURNOOL,B YOSEF,BSP,Elephant,MALE,SC,10th Pass
1509,Telangana,NAGARKURNOOL,SRINIVAS BUDDULA,IND,Gas Stove,MALE,SC,10th Pass
1510,Rajasthan,NAGAUR,HANUMAN BENIWAL,RLTP,Tyres,MALE,GENERAL,Graduate Professional
1511,Rajasthan,NAGAUR,DR. JYOTI MIRDHA,INC,Hand,FEMALE,GENERAL,Graduate Professional
1512,Rajasthan,NAGAUR,NOTA,NOTA,,,,
1513,Rajasthan,NAGAUR,SAROJ PRAJAPAT,IND,Truck,FEMALE,GENERAL,Post Graduate
1514,Uttar Pradesh,NAGINA,GIRISH CHANDRA,BSP,Elephant,MALE,SC,12th Pass
1515,Uttar Pradesh,NAGINA,DR. YASHWANT SINGH,BJP,Lotus,MALE,SC,Post Graduate
1516,Uttar Pradesh,NAGINA,OMVATI DEVI,INC,Hand,FEMALE,SC,10th Pass
1517,Maharashtra,NAGPUR,NITIN JAIRAM GADKARI,BJP,Lotus,MALE,GENERAL,Graduate Professional
1518,Maharashtra,NAGPUR,NANA PATOLE,INC,Hand,MALE,GENERAL,12th Pass
1519,Maharashtra,NAGPUR,MOHAMMAD JAMAL,BSP,Elephant,MALE,GENERAL,10th Pass
1520,Maharashtra,NAGPUR,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,VBA,Cup & Saucer,MALE,SC,Graduate
1521,Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,Ajay Bhatt,BJP,Lotus,MALE,GENERAL,Graduate Professional
1522,Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,Harish Rawat,INC,Hand,MALE,GENERAL,Graduate Professional
1523,Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,Er. Navneet Agarwal,BSP,Elephant,MALE,GENERAL,Graduate Professional
1524,Bihar,NALANDA,Kaushlendra Kumar,JD(U),Arrow,MALE,GENERAL,12th Pass
1525,Bihar,NALANDA,Ashok Kumar Azad,HAMS,Telephone,MALE,GENERAL,12th Pass
1526,Bihar,NALANDA,Ramvilaf Paswan,RAHIS,Tractor Chalata Kisan,MALE,SC,5th Pass
1527,Bihar,NALANDA,Brahamdev Prasad,SSD,Saw,MALE,GENERAL,Post Graduate
1528,Bihar,NALANDA,Shashi Kumar,BSP,Elephant,MALE,GENERAL,10th Pass
1529,Bihar,NALANDA,Rakesh Paswan,IND,Battery Torch,MALE,SC,Graduate
1530,Telangana,NALGONDA,UTTAM KUMAR REDDY NALAMADA,INC,Hand,MALE,GENERAL,Graduate
1531,Telangana,NALGONDA,VEMIREDDY NARASIMHA REDDY,TRS,Car,MALE,GENERAL,Post Graduate
1532,Telangana,NALGONDA,GARLAPATI JITHENDRA KUMAR,BJP,Lotus,MALE,GENERAL,12th Pass
1533,Telangana,NALGONDA,MALLU LAXMI,CPI(M),"Hammer, Sickle and Star",FEMALE,GENERAL,Graduate Professional
1534,Tamil Nadu,NAMAKKAL,CHINRAJ A.K.P,DMK,Rising Sun,MALE,GENERAL,Graduate
1535,Tamil Nadu,NAMAKKAL,KALIAPPAN P,AIADMK,Two Leaves,MALE,GENERAL,10th Pass
1536,Tamil Nadu,NAMAKKAL,BASKAR B,NTK,Ganna Kisan,MALE,GENERAL,Doctorate
1537,Tamil Nadu,NAMAKKAL,THANGAVELU R,MNM,Battery Torch,MALE,GENERAL,Graduate
1538,Tamil Nadu,NAMAKKAL,SAMINATHAN P.P,IND,Gift Pack,MALE,GENERAL,12th Pass
1539,Tamil Nadu,NAMAKKAL,NOTA,NOTA,,,,
1540,Maharashtra,NANDED,Prataprao Patil Chikhalikar,BJP,Lotus,MALE,GENERAL,12th Pass
1541,Maharashtra,NANDED,Ashok Shankarrao Chavan,INC,Hand,MALE,GENERAL,Post Graduate
1542,Maharashtra,NANDED,Bhinge Yashpal Narsingrao,VBA,Cup & Saucer,MALE,GENERAL,Doctorate
1543,Maharashtra,NANDURBAR,Dr. Heena Vijaykumar Gavit,BJP,Lotus,FEMALE,ST,Post Graduate
1544,Maharashtra,NANDURBAR,Adv. K. C. Padavi,INC,Hand,MALE,ST,Post Graduate
1545,Maharashtra,NANDURBAR,Anturlikar Sushil Suresh,VBA,Cup & Saucer,MALE,ST,Post Graduate
1546,Maharashtra,NANDURBAR,NOTA,NOTA,,,,
1547,Maharashtra,NANDURBAR,Dr. Natawadkar Suhas Jayant,IND,Bat,MALE,ST,Graduate Professional
1548,Andhra Pradesh,NANDYAL,POCHA . BRAHMANANDA REDDY,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate
1549,Andhra Pradesh,NANDYAL,MANDRA SIVANANDA REDDY,TDP,Bicycle,MALE,GENERAL,Graduate Professional
1550,Andhra Pradesh,NANDYAL,S.P.Y. REDDY,JnP,Glass Tumbler,MALE,GENERAL,Graduate
1551,Andhra Pradesh,NANDYAL,JANGITE LAKSHMI NARASIMHA YADAV,INC,Hand,MALE,GENERAL,Post Graduate
1552,Andhra Pradesh,NARASARAOPET,LAVU SRI KRISHNA DEVARAYALU,YSRCP,Ceiling Fan,MALE,GENERAL,Graduate Professional
1553,Andhra Pradesh,NARASARAOPET,RAYAPATI SAMBASIVARAO,TDP,Bicycle,MALE,GENERAL,Graduate
1554,Andhra Pradesh,NARASARAOPET,NAYUB KAMAL SHAIK,JnP,Glass Tumbler,MALE,GENERAL,12th Pass
1555,Andhra Pradesh,NARASARAOPET,KANNA LAKSHMI NARAYANA,BJP,Lotus,MALE,GENERAL,Graduate
1556,Andhra Pradesh,NARSAPURAM,KANUMURU RAGHU RAMA KRISHNA RAJU,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate
1557,Andhra Pradesh,NARSAPURAM,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),TDP,Bicycle,MALE,GENERAL,Graduate
1558,Andhra Pradesh,NARSAPURAM,NAGABABU KONIDELA,JnP,Glass Tumbler,MALE,GENERAL,Graduate Professional
1559,Andhra Pradesh,NARSAPURAM,KANUMURU BAPIRAJU,INC,Hand,MALE,GENERAL,10th Pass
1560,Andhra Pradesh,NARSAPURAM,PYDIKONDALA MANIKYALA RAO,BJP,Lotus,MALE,GENERAL,12th Pass
1561,Andhra Pradesh,NARSAPURAM,NOTA,NOTA,,,,
1562,Maharashtra,NASHIK,Godse Hemant Tukaram,SHS,Bow and Arrow,MALE,GENERAL,Others
1563,Maharashtra,NASHIK,Sameer Magan Bhujbal,NCP,Clock,MALE,GENERAL,10th Pass
1564,Maharashtra,NASHIK,Adv. Kokate Manikrao Shivajirao,IND,Tractor Chalata Kisan,MALE,GENERAL,Graduate Professional
1565,Maharashtra,NASHIK,Pavan Chandrakant Pawar,VBA,Cup & Saucer,MALE,GENERAL,Others
1566,Gujarat,NAVSARI,C. R. Patil,BJP,Lotus,MALE,GENERAL,10th Pass
1567,Gujarat,NAVSARI,PATEL DHARMESHBHAI BHIMBHAI,INC,Hand,MALE,GENERAL,12th Pass
1568,Bihar,NAWADA,Chandan Singh,LJP,Bungalow,MALE,GENERAL,Graduate
1569,Bihar,NAWADA,Vibha Devi,RJD,Hurricane Lamp,FEMALE,GENERAL,Literate
1570,Bihar,NAWADA,NOTA,NOTA,,,,
1571,Bihar,NAWADA,Rajesh Kumar,IND,Helicopter,MALE,GENERAL,Graduate
1572,Bihar,NAWADA,Vishnu Dev Yadav,BSP,Elephant,MALE,GENERAL,Graduate
1573,Andhra Pradesh,NELLORE,Adala Prabhakara Reddy,YSRCP,Ceiling Fan,MALE,GENERAL,12th Pass
1574,Andhra Pradesh,NELLORE,Beeda Masthan Rao,TDP,Bicycle,MALE,GENERAL,Graduate
1575,Andhra Pradesh,NELLORE,Chandra Rajagopal,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,10th Pass
1576,Andhra Pradesh,NELLORE,NOTA,NOTA,,,,
1577,NCT OF Delhi,NEW DELHI,MEENAKASHI LEKHI,BJP,Lotus,FEMALE,GENERAL,Graduate Professional
1578,NCT OF Delhi,NEW DELHI,AJAY MAKAN,INC,Hand,MALE,GENERAL,Post Graduate
1579,NCT OF Delhi,NEW DELHI,BRIJESH GOYAL,AAP,Broom,MALE,GENERAL,Graduate
1580,Tamil Nadu,NILGIRIS,"RAJA, A.",DMK,Rising Sun,MALE,SC,Graduate Professional
1581,Tamil Nadu,NILGIRIS,"THIYAGARAJAN, M.",AIADMK,Two Leaves,MALE,SC,Graduate
1582,Tamil Nadu,NILGIRIS,"RAJENTHIRAN, N.",MNM,Battery Torch,MALE,SC,Graduate Professional
1583,Tamil Nadu,NILGIRIS,"RAMASWAMY, M.",IND,Gift Pack,MALE,SC,Post Graduate
1584,Tamil Nadu,NILGIRIS,NOTA,NOTA,,,,
1585,Telangana,NIZAMABAD,ARVIND DHARMAPURI,BJP,Lotus,MALE,GENERAL,Post Graduate
1586,Telangana,NIZAMABAD,KALVAKUNTLA KAVITHA,TRS,Car,FEMALE,GENERAL,Graduate Professional
1587,Telangana,NIZAMABAD,MADHU GOUD YASKHI,INC,Hand,MALE,GENERAL,Post Graduate
1588,NCT OF Delhi,NORTH EAST DELHI,MANOJ TIWARI,BJP,Lotus,MALE,GENERAL,Post Graduate
1589,NCT OF Delhi,NORTH EAST DELHI,SHEILA DIKSHIT,INC,Hand,FEMALE,GENERAL,Post Graduate
1590,NCT OF Delhi,NORTH EAST DELHI,DILIP PANDEY,AAP,Broom,MALE,GENERAL,Post Graduate
1591,NCT OF Delhi,NORTH EAST DELHI,RAJVEER SINGH,BSP,Elephant,MALE,GENERAL,12th Pass
1592,Goa,NORTH GOA,SHRIPAD YESSO NAIK,BJP,Lotus,MALE,GENERAL,Graduate
1593,Goa,NORTH GOA,GIRISH RAYA CHODANKAR,INC,Hand,MALE,GENERAL,Post Graduate
1594,Goa,NORTH GOA,NOTA,NOTA,,,,
1595,Goa,NORTH GOA,DATTATRAYA PADGAONKAR,AAP,Broom,MALE,GENERAL,Graduate
1596,NCT OF Delhi,NORTH WEST DELHI,HANS RAJ HANS,BJP,Lotus,MALE,SC,10th Pass
1597,NCT OF Delhi,NORTH WEST DELHI,GUGAN SINGH,AAP,Broom,MALE,SC,8th Pass
1598,NCT OF Delhi,NORTH WEST DELHI,RAJESH LILOTHIA,INC,Hand,MALE,SC,Post Graduate
1599,Assam,NOWGONG,Pradyut Bordoloi,INC,Hand,MALE,GENERAL,Post Graduate
1600,Assam,NOWGONG,Sri Rupak Sharma,BJP,Lotus,MALE,GENERAL,Graduate
1601,Andhra Pradesh,ONGOLE,MAGUNTA SREENIVASULU REDDY,YSRCP,Ceiling Fan,MALE,GENERAL,Graduate
1602,Andhra Pradesh,ONGOLE,SIDDA RAGHAVA RAO,TDP,Bicycle,MALE,GENERAL,Graduate
1603,Andhra Pradesh,ONGOLE,BELLAMKONDA SAIBABU,JnP,Glass Tumbler,MALE,GENERAL,Graduate Professional
1604,Andhra Pradesh,ONGOLE,NOTA,NOTA,,,,
1605,Maharashtra,OSMANABAD,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,SHS,Bow and Arrow,MALE,GENERAL,12th Pass
1606,Maharashtra,OSMANABAD,Ranajagjitsinha Padmasinha Patil,NCP,Clock,MALE,GENERAL,Graduate Professional
1607,Maharashtra,OSMANABAD,Arjun (Dada) Salgar,VBA,Cup & Saucer,MALE,GENERAL,8th Pass
1608,Manipur,OUTER MANIPUR,Lorho S. Pfoze,NPF,Cock,MALE,ST,Graduate Professional
1609,Manipur,OUTER MANIPUR,Houlim Shokhopao Mate,BJP,Lotus,MALE,ST,12th Pass
1610,Manipur,OUTER MANIPUR,K. James,INC,Hand,MALE,ST,Graduate
1611,Manipur,OUTER MANIPUR,Thangminlien Kipgen,NPEP,Book,MALE,ST,12th Pass
1612,Manipur,OUTER MANIPUR,Ashang Kasar,NEINDP,Walking Stick,MALE,ST,Post Graduate
1613,Kerala,PALAKKAD,V K SREEKANDAN,INC,Hand,MALE,GENERAL,Graduate
1614,Kerala,PALAKKAD,M B RAJESH,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
1615,Kerala,PALAKKAD,KRISHNAKUMAR C,BJP,Lotus,MALE,GENERAL,Graduate
1616,Jharkhand,PALAMAU,VISHNU DAYAL RAM,BJP,Lotus,MALE,SC,Graduate
1617,Jharkhand,PALAMAU,GHURAN RAM,RJD,Hurricane Lamp,MALE,SC,Graduate
1618,Jharkhand,PALAMAU,ANJANA BHUIYAN,BSP,Elephant,FEMALE,SC,8th Pass
1619,Jharkhand,PALAMAU,DINESH RAM,IND,Cup & Saucer,MALE,SC,10th Pass
1620,Jharkhand,PALAMAU,VIJAY KUMAR,IND,BELT,MALE,SC,12th Pass
1621,Jharkhand,PALAMAU,RAM JI PASWAN,IND,Basket containing Fruits,MALE,SC,Graduate
1622,Jharkhand,PALAMAU,AMINDRA PASWAN,BLSD,Tractor Chalata Kisan,MALE,SC,10th Pass
1623,Maharashtra,PALGHAR,Rajendra Dhedya Gavit,SHS,Bow and Arrow,MALE,ST,Graduate
1624,Maharashtra,PALGHAR,Baliram Sukur Jadhav,BVA,Auto- Rickshaw,MALE,ST,8th Pass
1625,Maharashtra,PALGHAR,NOTA,NOTA,,,,
1626,Maharashtra,PALGHAR,Dattaram Jayram Karbat,IND,BUCKET,MALE,ST,8th Pass
1627,Maharashtra,PALGHAR,Suresh Arjun Padavi,VBA,Key,MALE,ST,5th Pass
1628,Maharashtra,PALGHAR,Sanjay Laxman Tambda,BSP,Elephant,MALE,ST,8th Pass
1629,Rajasthan,PALI,P. P. CHAUDHARY,BJP,Lotus,MALE,GENERAL,Graduate Professional
1630,Rajasthan,PALI,BADRIRAM JAKHAR,INC,Hand,MALE,GENERAL,Literate
1631,Rajasthan,PALI,NOTA,NOTA,,,,
1632,Gujarat,PANCHMAHAL,Ratansinh Magansinh Rathod,BJP,Lotus,MALE,GENERAL,Graduate Professional
1633,Gujarat,PANCHMAHAL,Khant Vechatbhai Kuberbhai,INC,Hand,MALE,GENERAL,8th Pass
1634,Gujarat,PANCHMAHAL,NOTA,NOTA,,,,
1635,Maharashtra,PARBHANI,JADHAV SANJAY (BANDU) HARIBHAU,SHS,Bow and Arrow,MALE,GENERAL,10th Pass
1636,Maharashtra,PARBHANI,RAJESH UTTAMRAO VITEKAR,NCP,Clock,MALE,GENERAL,Graduate
1637,Maharashtra,PARBHANI,ALAMGIR MOHD. KHAN,VBA,Cup & Saucer,MALE,GENERAL,Graduate
1638,Maharashtra,PARBHANI,COM. RAJAN KSHIRSAGAR,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Graduate
1639,Bihar,PASCHIM CHAMPARAN,DR. SANJAY JAISWAL,BJP,Lotus,MALE,GENERAL,Post Graduate
1640,Bihar,PASCHIM CHAMPARAN,BRIJESH KUMAR KUSHWAHA,BLSP,Ceiling Fan,MALE,GENERAL,12th Pass
1641,Bihar,PASCHIM CHAMPARAN,NOTA,NOTA,,,,
1642,Bihar,PASCHIM CHAMPARAN,RAKESH KUMAR,BSP,Elephant,MALE,GENERAL,10th Pass
1643,Bihar,PASCHIM CHAMPARAN,SANJAY KUMAR PATEL,IND,Cauliflower,MALE,GENERAL,10th Pass
1644,Bihar,PATALIPUTRA,RAM KRIPAL YADAV,BJP,Lotus,MALE,GENERAL,Graduate
1645,Bihar,PATALIPUTRA,MISHA BHARTI,RJD,Hurricane Lamp,FEMALE,GENERAL,Graduate Professional
1646,Bihar,PATALIPUTRA,MD. KALIMULLAH,BSP,Elephant,MALE,GENERAL,Graduate
1647,Gujarat,PATAN,DABHI BHARATSINHJI SHANKARJI,BJP,Lotus,MALE,GENERAL,Graduate
1648,Gujarat,PATAN,JAGDISH THAKOR,INC,Hand,MALE,GENERAL,10th Pass
1649,Gujarat,PATAN,NOTA,NOTA,,,,
1650,Kerala,PATHANAMTHITTA,ANTO ANTONY,INC,Hand,MALE,GENERAL,Graduate
1651,Kerala,PATHANAMTHITTA,VEENA GEORGE,CPI(M),"Hammer, Sickle and Star",FEMALE,GENERAL,Post Graduate
1652,Kerala,PATHANAMTHITTA,K SURENDRAN,BJP,Lotus,MALE,GENERAL,Graduate
1653,Punjab,PATIALA,Preneet Kaur,INC,Hand,FEMALE,GENERAL,Graduate
1654,Punjab,PATIALA,Surjit Singh Rakhra,SAD,Scales,MALE,GENERAL,Graduate
1655,Punjab,PATIALA,Dharam Vira Gandhi,NAWPP,Mike,MALE,GENERAL,Post Graduate
1656,Punjab,PATIALA,Neena Mittal,AAP,Broom,FEMALE,GENERAL,Graduate
1657,Bihar,PATNA SAHIB,RAVI SHANKAR PRASAD,BJP,Lotus,MALE,GENERAL,Post Graduate
1658,Bihar,PATNA SAHIB,SHATRUGHAN SINHA,INC,Hand,MALE,GENERAL,Graduate
1659,Telangana,PEDDAPALLE,Venkatesh Netha Borlakunta,TRS,Car,MALE,SC,Doctorate
1660,Telangana,PEDDAPALLE,Agam Chandrasekhar,INC,Hand,MALE,SC,Graduate Professional
1661,Telangana,PEDDAPALLE,S.Kumar,BJP,Lotus,MALE,SC,Post Graduate
1662,Telangana,PEDDAPALLE,Kuntala Narsaiah,IND,Road Roller,MALE,SC,10th Pass
1663,Telangana,PEDDAPALLE,Bala Kalyan Panja,BSP,Elephant,MALE,SC,Graduate Professional
1664,Tamil Nadu,PERAMBALUR,"Dr.PAARIVENDHAR, T. R",DMK,Rising Sun,MALE,GENERAL,Post Graduate
1665,Tamil Nadu,PERAMBALUR,"SIVAPATHY, N.R",AIADMK,Two Leaves,MALE,GENERAL,Graduate Professional
1666,Tamil Nadu,PERAMBALUR,"SHANTHI, K.",NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate
1667,Tamil Nadu,PERAMBALUR,"RAJASEKARAN, M.",IND,Gift Pack,MALE,GENERAL,Post Graduate
1668,Tamil Nadu,PERAMBALUR,NOTA,NOTA,,,,
1669,Uttar Pradesh,PHULPUR,Keshari Devi Patel,BJP,Lotus,FEMALE,GENERAL,Post Graduate
1670,Uttar Pradesh,PHULPUR,Pandhari Yadav,SP,Bicycle,MALE,GENERAL,Graduate
1671,Uttar Pradesh,PHULPUR,Pankaj Patel,INC,Hand,MALE,GENERAL,Graduate
1672,Uttar Pradesh,PILIBHIT,Feroze Varun Gandhi,BJP,Lotus,MALE,GENERAL,Post Graduate
1673,Uttar Pradesh,PILIBHIT,Hemraj Verma,SP,Bicycle,MALE,GENERAL,Graduate
1674,Tamil Nadu,POLLACHI,SHANMUGA SUNDARAM. K,DMK,Rising Sun,MALE,GENERAL,Graduate Professional
1675,Tamil Nadu,POLLACHI,MAHENDRAN. C,AIADMK,Two Leaves,MALE,GENERAL,Post Graduate
1676,Tamil Nadu,POLLACHI,MOOKAMBIKA. R,MNM,Battery Torch,FEMALE,GENERAL,Graduate Professional
1677,Tamil Nadu,POLLACHI,SANUJA. U,NTK,Ganna Kisan,FEMALE,GENERAL,Others
1678,Tamil Nadu,POLLACHI,MUTHUKUMAR. S,IND,Gift Pack,MALE,GENERAL,Graduate
1679,Tamil Nadu,POLLACHI,NOTA,NOTA,,,,
