,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
1932,Uttar Pradesh,SHRAWASTI,NABBAN KHAN,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Literate
1933,Madhya Pradesh,SIDHI,Riti Pathak,BJP,Lotus,FEMALE,GENERAL,Post Graduate
1934,Madhya Pradesh,SIDHI,Ajay Arjun Singh,INC,Hand,MALE,GENERAL,Post Graduate
1935,Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,10th Pass
1936,Madhya Pradesh,SIDHI,Ram Lal Panika,BSP,Elephant,MALE,ST,12th Pass
1937,Madhya Pradesh,SIDHI,Fatte Bahadur Singh Markam,GGP,Apple,MALE,ST,Post Graduate
1938,Madhya Pradesh,SIDHI,Dileep Kumar Shukla,IND,Balloon,MALE,GENERAL,Not Available
1939,Rajasthan,SIKAR,Sumedhanand Saraswati,BJP,Lotus,MALE,GENERAL,Post Graduate
1940,Rajasthan,SIKAR,Subhash Maharia,INC,Hand,MALE,GENERAL,Graduate
1941,Rajasthan,SIKAR,Amraram,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
1942,Sikkim,SIKKIM,INDRA HANG SUBBA,SKM,Table Lamp,MALE,GENERAL,Post Graduate
1943,Sikkim,SIKKIM,DEK BAHADUR KATWAL,SDF,Umbrella,MALE,GENERAL,Graduate Professional
1944,Sikkim,SIKKIM,LATEN TSHERING SHERPA,BJP,Lotus,MALE,ST,5th Pass
1945,Sikkim,SIKKIM,BHARAT BASNETT,INC,Hand,MALE,GENERAL,10th Pass
1946,Assam,SILCHAR,RAJDEEP ROY,BJP,Lotus,MALE,GENERAL,Post Graduate
1947,Assam,SILCHAR,SUSHMITA DEV,INC,Hand,FEMALE,GENERAL,Post Graduate
1948,Jharkhand,SINGHBHUM,GEETA KORA,INC,Hand,FEMALE,ST,Post Graduate
1949,Jharkhand,SINGHBHUM,LAXMAN GILUWA,BJP,Lotus,MALE,ST,12th Pass
1950,Jharkhand,SINGHBHUM,NOTA,NOTA,,,,
1951,Jharkhand,SINGHBHUM,PUSHPA SINKU,IND,Helicopter,FEMALE,ST,Post Graduate
1952,Jharkhand,SINGHBHUM,PRATAP SINGH BANARA,APoI,Coat,MALE,ST,Post Graduate
1953,Jharkhand,SINGHBHUM,PARDESHI LAL MUNDA,BSP,Elephant,MALE,ST,12th Pass
1954,Jharkhand,SINGHBHUM,ANIL SOREN,IND,Tractor Chalata Kisan,MALE,ST,Graduate
1955,Haryana,SIRSA,Sunita Duggal,BJP,Lotus,FEMALE,SC,Post Graduate
1956,Haryana,SIRSA,Ashok Tanwar,INC,Hand,MALE,SC,Doctorate
1957,Haryana,SIRSA,Nirmal Singh Malri,JNJP,Chappals,MALE,SC,12th Pass
1958,Haryana,SIRSA,Charanjeet Singh Rori,INLD,Spectacles,MALE,SC,10th Pass
1959,Haryana,SIRSA,Janak Raj Atwal,BSP,Elephant,MALE,SC,Post Graduate
1960,Bihar,SITAMARHI,Sunil Kumar Pintu,JD(U),Arrow,MALE,GENERAL,Graduate
1961,Bihar,SITAMARHI,Arjun Ray,RJD,Hurricane Lamp,MALE,GENERAL,Doctorate
1962,Bihar,SITAMARHI,Dharmendra Kumar,IND,Football Player,MALE,GENERAL,8th Pass
1963,Bihar,SITAMARHI,Vinod Sah,IND,Helicopter,MALE,GENERAL,Literate
1964,Bihar,SITAMARHI,Mahesh Nandan Singh,IND,Bead Necklace,MALE,GENERAL,Graduate
1965,Bihar,SITAMARHI,Ramesh Kumar Mishra,IND,Ganna Kisan,MALE,GENERAL,8th Pass
1966,Uttar Pradesh,SITAPUR,Rajesh Verma,BJP,Lotus,MALE,GENERAL,Post Graduate
1967,Uttar Pradesh,SITAPUR,Nakul Dubey,BSP,Elephant,MALE,GENERAL,Graduate Professional
1968,Uttar Pradesh,SITAPUR,Qaiser Jahan,INC,Hand,FEMALE,GENERAL,8th Pass
1969,Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,INC,Hand,MALE,GENERAL,Graduate Professional
1970,Tamil Nadu,SIVAGANGA,H.RAJA,BJP,Lotus,MALE,GENERAL,Graduate Professional
1971,Tamil Nadu,SIVAGANGA,V.PANDI,IND,Gift Pack,MALE,GENERAL,Not Available
1972,Tamil Nadu,SIVAGANGA,V.SAKTHI PRIYA,NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate
1973,Tamil Nadu,SIVAGANGA,KAVINGNAR SNEKAN,MNM,Battery Torch,MALE,GENERAL,12th Pass
1974,Tamil Nadu,SIVAGANGA,P.RAJENDHIRAN,IND,Mixee,MALE,GENERAL,10th Pass
1975,Bihar,SIWAN,Kavita Singh,JD(U),Arrow,FEMALE,GENERAL,Post Graduate
1976,Bihar,SIWAN,Hena Shahab,RJD,Hurricane Lamp,FEMALE,GENERAL,Graduate
1977,Bihar,SIWAN,Amar Nath Yadav,CPI(ML)(L),Flag with Three Stars,MALE,GENERAL,Literate
1978,Bihar,SIWAN,Deva Kant Mishra Alias Munna Bhaiya,IND,Chimney,MALE,GENERAL,Not Available
1979,Bihar,SIWAN,Upendra Kumar Giri,IND,Baby Walker,MALE,GENERAL,12th Pass
1980,Bihar,SIWAN,Madhuri Pandey,IND,Auto- Rickshaw,FEMALE,GENERAL,Others
1981,Maharashtra,SOLAPUR,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,BJP,Lotus,MALE,SC,Graduate
1982,Maharashtra,SOLAPUR,SHINDE SUSHILKUMAR SAMBHAJIRAO,INC,Hand,MALE,SC,Graduate Professional
1983,Maharashtra,SOLAPUR,AMBEDKAR PRAKASH YASHVANT,VBA,Cup & Saucer,MALE,SC,Graduate Professional
1984,Haryana,SONIPAT,RAMESH CHANDER KAUSHIK,BJP,Lotus,MALE,GENERAL,Graduate Professional
1985,Haryana,SONIPAT,BHUPINDER SINGH HOODA,INC,Hand,MALE,GENERAL,Graduate Professional
1986,Haryana,SONIPAT,DIGVIJAY SINGH CHAUTALA,JNJP,Chappals,MALE,GENERAL,12th Pass
1987,Haryana,SONIPAT,RAJ BALA SAINI,LTSP,Auto- Rickshaw,FEMALE,GENERAL,Post Graduate
1988,NCT OF Delhi,SOUTH DELHI,RAMESH BIDHURI,BJP,Lotus,MALE,GENERAL,Graduate Professional
1989,NCT OF Delhi,SOUTH DELHI,RAGHAV CHADHA,AAP,Broom,MALE,GENERAL,Graduate Professional
1990,NCT OF Delhi,SOUTH DELHI,VIJENDER,INC,Hand,MALE,GENERAL,Graduate
1991,NCT OF Delhi,SOUTH DELHI,SIDDHANT GAUTAM,BSP,Elephant,MALE,SC,Post Graduate
1992,Goa,SOUTH GOA,COSME FRANCISCO CAITANO SARDINHA,INC,Hand,MALE,GENERAL,Graduate Professional
1993,Goa,SOUTH GOA,ADV. NARENDRA SAWAIKAR,BJP,Lotus,MALE,GENERAL,Graduate Professional
1994,Goa,SOUTH GOA,ELVIS GOMES,AAP,Broom,MALE,GENERAL,Graduate Professional
1995,Goa,SOUTH GOA,NOTA,NOTA,,,,
1996,West Bengal,SRERAMPUR,KALYAN BANERJEE,AITC,Flowers and Grass,MALE,GENERAL,Graduate Professional
1997,West Bengal,SRERAMPUR,DEBJIT SARKAR,BJP,Lotus,MALE,GENERAL,Graduate Professional
1998,West Bengal,SRERAMPUR,TIRTHANKAR RAY,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
1999,West Bengal,SRERAMPUR,DEBABRATA BISWAS,INC,Hand,MALE,GENERAL,Graduate
2000,West Bengal,SRERAMPUR,NOTA,NOTA,,,,
2001,Andhra Pradesh,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,TDP,Bicycle,MALE,GENERAL,Post Graduate
2002,Andhra Pradesh,SRIKAKULAM,DUVVADA SRINIVAS,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate
2003,Andhra Pradesh,SRIKAKULAM,METTA RAMARAO,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate
2004,Andhra Pradesh,SRIKAKULAM,NOTA,NOTA,,,,
2005,Andhra Pradesh,SRIKAKULAM,DOLA JAGAN,INC,Hand,MALE,GENERAL,Post Graduate
2006,Jammu & Kashmir,SRINAGAR,Farooq Abdullah,JKN,Plough,MALE,GENERAL,Graduate Professional
2007,Jammu & Kashmir,SRINAGAR,Aga Syed Mohsin,PDP,Ink Pot & Pen,MALE,GENERAL,12th Pass
2008,Jammu & Kashmir,SRINAGAR,Irfan Raza Ansari,JPC,Apple,MALE,GENERAL,Graduate
2009,Jammu & Kashmir,SRINAGAR,Sheikh Khalid Jehangir,BJP,Lotus,MALE,GENERAL,12th Pass
2010,Tamil Nadu,SRIPERUMBUDUR,Baalu.T.R.,DMK,Rising Sun,MALE,GENERAL,Graduate
2011,Tamil Nadu,SRIPERUMBUDUR,Vaithilingam A,PMK,Mango,MALE,GENERAL,Post Graduate
2012,Tamil Nadu,SRIPERUMBUDUR,Sridhar M,MNM,Battery Torch,MALE,GENERAL,Graduate
2013,Tamil Nadu,SRIPERUMBUDUR,Mahendran.H,NTK,Ganna Kisan,MALE,GENERAL,Graduate
2014,Tamil Nadu,SRIPERUMBUDUR,Tambaram Narayanan G,IND,Gift Pack,MALE,GENERAL,Post Graduate
2015,Tamil Nadu,SRIPERUMBUDUR,NOTA,NOTA,,,,
2016,Uttar Pradesh,SULTANPUR,MANEKA SANJAI GANDHI,BJP,Lotus,FEMALE,GENERAL,12th Pass
2017,Uttar Pradesh,SULTANPUR,"CHANDRA BHADRA SINGH ""SSONU""",BSP,Elephant,MALE,GENERAL,Post Graduate
2018,Uttar Pradesh,SULTANPUR,Dr. SANJAY SINH,INC,Hand,MALE,GENERAL,Doctorate
2019,Uttar Pradesh,SULTANPUR,KAMLA DEVI,PSPL,Key,FEMALE,GENERAL,12th Pass
2020,Odisha,SUNDARGARH,Jual Oram,BJP,Lotus,MALE,ST,Others
2021,Odisha,SUNDARGARH,Sunita Biswal,BJD,Conch,FEMALE,ST,Graduate
2022,Odisha,SUNDARGARH,George Tirkey,INC,Hand,MALE,ST,12th Pass
2023,Odisha,SUNDARGARH,Miss Juspin Lakra,IND,Saw,FEMALE,ST,10th Pass
2024,Odisha,SUNDARGARH,NOTA,NOTA,,,,
2025,Bihar,SUPAUL,Dileshwar Kamait,JD(U),Arrow,MALE,GENERAL,Graduate
2026,Bihar,SUPAUL,Ranjeet Ranjan,INC,Hand,FEMALE,GENERAL,12th Pass
2027,Bihar,SUPAUL,Dinesh Prasad Yadav,IND,Walking Stick,MALE,GENERAL,Graduate Professional
2028,Bihar,SUPAUL,Rajesh Kumar S/O- Yugeshwar Sah,IND,Ganna Kisan,MALE,GENERAL,Graduate Professional
2029,Bihar,SUPAUL,Binod Kumar Sahu,IND,Gas Cylinder,MALE,GENERAL,Graduate
2030,Bihar,SUPAUL,Anand Pathak,IND,Truck,MALE,GENERAL,Graduate
2031,Bihar,SUPAUL,Md. Abul Kalam Azad,JHP,Scissors,MALE,ST,12th Pass
2032,Bihar,SUPAUL,Sandip Kumar Singh,IND,Mike,MALE,GENERAL,Graduate
2033,Gujarat,SURAT,Darshana Vikram Jardosh,BJP,Lotus,FEMALE,GENERAL,Graduate
2034,Gujarat,SURAT,Ashok Patel (Adhevada),INC,Hand,MALE,GENERAL,8th Pass
2035,Gujarat,SURENDRANAGAR,Dr. MUNJAPARA MAHENDRABHAI,BJP,Lotus,MALE,GENERAL,Post Graduate
2036,Gujarat,SURENDRANAGAR,KOLI PATEL SOMABHAI GANDALAL,INC,Hand,MALE,GENERAL,5th Pass
2037,Gujarat,SURENDRANAGAR,ADVOCATE SHAILESH N. SOLANKI,BSP,Elephant,MALE,SC,Graduate Professional
2038,Gujarat,SURENDRANAGAR,DOST MER,IND,Cup & Saucer,MALE,GENERAL,5th Pass
2039,West Bengal,TAMLUK,Adhikari Dibyendu,AITC,Flowers and Grass,MALE,GENERAL,Graduate
2040,West Bengal,TAMLUK,Sidharthashankar Naskar,BJP,Lotus,MALE,SC,8th Pass
2041,West Bengal,TAMLUK,Sk Ibrahim Ali,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
2042,West Bengal,TAMLUK,Lakshman Chandra Seth,INC,Hand,MALE,SC,Doctorate
2043,Uttarakhand,TEHRI GARHWAL,MALA RAJYA LAXMI SHAH,BJP,Lotus,FEMALE,GENERAL,12th Pass
2044,Uttarakhand,TEHRI GARHWAL,PRITAM SINGH,INC,Hand,MALE,ST,Graduate Professional
2045,Uttarakhand,TEHRI GARHWAL,GOPAL MANI,IND,Man Blowing Turha,MALE,GENERAL,Post Graduate
2046,Tamil Nadu,TENKASI,DHANUSH.M.KUMAR,DMK,Rising Sun,MALE,SC,Post Graduate
2047,Tamil Nadu,TENKASI,Dr.KRISHNASAMY.K,AIADMK,Two Leaves,MALE,SC,Post Graduate
2048,Tamil Nadu,TENKASI,PONNUTHAI. S,IND,Gift Pack,FEMALE,SC,Post Graduate
2049,Tamil Nadu,TENKASI,MATHIVANAN.S.S,NTK,Ganna Kisan,MALE,SC,12th Pass
2050,Tamil Nadu,TENKASI,MUNESHWARAN. K,MNM,Battery Torch,MALE,SC,8th Pass
2051,Tamil Nadu,TENKASI,NOTA,NOTA,,,,
2052,Assam,TEZPUR,PALLAB LOCHAN DAS,BJP,Lotus,MALE,GENERAL,Graduate
2053,Assam,TEZPUR,M.G.V.K. BHANU,INC,Hand,MALE,GENERAL,Post Graduate
2054,Assam,TEZPUR,BIJOY KUMAR TIRU,IND,Cup & Saucer,MALE,GENERAL,Graduate
2055,Assam,TEZPUR,NOTA,NOTA,,,,
2056,Maharashtra,THANE,RAJAN BABURAO VICHARE,SHS,Bow and Arrow,MALE,GENERAL,12th Pass
2057,Maharashtra,THANE,ANAND PRAKASH PARANJPE,NCP,Clock,MALE,GENERAL,Post Graduate
2058,Maharashtra,THANE,MALLIKARJUN SAIBANNA PUJARI,VBA,Cup & Saucer,MALE,GENERAL,Literate
2059,Maharashtra,THANE,NOTA,NOTA,,,,
2060,Tamil Nadu,THANJAVUR,"PALANIMANICKAM,S.S.",DMK,Rising Sun,MALE,GENERAL,Graduate Professional
2061,Tamil Nadu,THANJAVUR,"NATARAJAN,N.R .",TMC(M),Auto- Rickshaw,MALE,GENERAL,Graduate Professional
2062,Tamil Nadu,THANJAVUR,"MURUGESAN, P.",IND,Gift Pack,MALE,GENERAL,Post Graduate
2063,Tamil Nadu,THANJAVUR,"KRISHNAKUMAR,N.",NTK,Ganna Kisan,MALE,GENERAL,12th Pass
2064,Tamil Nadu,THANJAVUR,"SELVARAJ,R .",IND,Jackfruit,MALE,GENERAL,Post Graduate
2065,Tamil Nadu,THANJAVUR,SAMPATH RAMADOSS,MNM,Battery Torch,MALE,GENERAL,Post Graduate
2066,Tamil Nadu,THANJAVUR,NOTA,NOTA,,,,
2067,Tamil Nadu,THENI,"RAVEENDRANATH KUMAR, P",AIADMK,Two Leaves,MALE,GENERAL,Post Graduate
2068,Tamil Nadu,THENI,"ELANGOVAN, E.V.K.S.",INC,Hand,MALE,GENERAL,Graduate
2069,Tamil Nadu,THENI,THANGA TAMILSELVAN,IND,Gift Pack,MALE,GENERAL,Not Available
2070,Tamil Nadu,THENI,SHAGUL HAMEED,NTK,Ganna Kisan,MALE,GENERAL,Graduate
2071,Tamil Nadu,THENI,"RADHAKRISHNAN, S.",MNM,Battery Torch,MALE,GENERAL,Post Graduate
2072,Tamil Nadu,THIRUVALLUR,Dr.K.Jayakumar,INC,Hand,MALE,SC,Doctorate
2073,Tamil Nadu,THIRUVALLUR,Dr.P.Venugopal,AIADMK,Two Leaves,MALE,SC,Graduate Professional
2074,Tamil Nadu,THIRUVALLUR,Logarangan.M,MNM,Battery Torch,MALE,SC,Post Graduate
2075,Tamil Nadu,THIRUVALLUR,M.VETRISELVI,NTK,Ganna Kisan,FEMALE,SC,Graduate Professional
2076,Tamil Nadu,THIRUVALLUR,Pon.Raja,IND,Gift Pack,MALE,SC,Graduate Professional
2077,Tamil Nadu,THIRUVALLUR,NOTA,NOTA,,,,
2078,Tamil Nadu,THIRUVALLUR,R.Anbuchezhian,BSP,Elephant,MALE,SC,12th Pass
2079,Kerala,THIRUVANANTHAPURAM,Dr. SHASHI THAROOR,INC,Hand,MALE,GENERAL,Doctorate
2080,Kerala,THIRUVANANTHAPURAM,KUMMANAM RAJASEKHARAN,BJP,Lotus,MALE,GENERAL,Graduate
2081,Kerala,THIRUVANANTHAPURAM,C. DIVAKARAN,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Graduate
2082,Tamil Nadu,THOOTHUKKUDI,KANIMOZHI KARUNANIDHI,DMK,Rising Sun,FEMALE,GENERAL,Graduate Professional
2083,Tamil Nadu,THOOTHUKKUDI,DR. TAMILISAI SOUNDARARAJAN,BJP,Lotus,FEMALE,GENERAL,Graduate Professional
2084,Tamil Nadu,THOOTHUKKUDI,"Dr. BHUVANESWARAN, M.",IND,Gift Pack,MALE,GENERAL,Doctorate
2085,Tamil Nadu,THOOTHUKKUDI,"CHRISTANTINE RAJASEKAR, S.",NTK,Ganna Kisan,MALE,GENERAL,12th Pass
2086,Tamil Nadu,THOOTHUKKUDI,"PON KUMARAN, T.P.S.",MNM,Battery Torch,MALE,GENERAL,Post Graduate
2087,Kerala,THRISSUR,T. N. PRATHAPAN,INC,Hand,MALE,GENERAL,12th Pass
2088,Kerala,THRISSUR,RAJAJI MATHEW THOMAS,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Post Graduate
2089,Kerala,THRISSUR,SURESH GOPI,BJP,Lotus,MALE,GENERAL,Post Graduate
2090,Madhya Pradesh,TIKAMGARH,Dr Virendra Kumar,BJP,Lotus,MALE,SC,Doctorate
2091,Madhya Pradesh,TIKAMGARH,Ahirwar Kiran,INC,Hand,FEMALE,SC,Post Graduate
2092,Madhya Pradesh,TIKAMGARH,R.D. Prajapati,SP,Bicycle,MALE,SC,Graduate
2093,Tamil Nadu,TIRUCHIRAPPALLI,Thirunavukkarasar. SU,INC,Hand,MALE,GENERAL,Post Graduate
2094,Tamil Nadu,TIRUCHIRAPPALLI,DR.Elangovan. V,DMDK,Nagara,MALE,GENERAL,Graduate Professional
2095,Tamil Nadu,TIRUCHIRAPPALLI,Sarubala. R. Thondaiman,IND,Gift Pack,FEMALE,GENERAL,Post Graduate
2096,Tamil Nadu,TIRUCHIRAPPALLI,Vinoth. V,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate
2097,Tamil Nadu,TIRUCHIRAPPALLI,Anandharaja. V,MNM,Battery Torch,MALE,GENERAL,Graduate
2098,Tamil Nadu,TIRUCHIRAPPALLI,NOTA,NOTA,,,,
2099,Tamil Nadu,TIRUNELVELI,GNANATHIRAVIAM S,DMK,Rising Sun,MALE,GENERAL,10th Pass
2100,Tamil Nadu,TIRUNELVELI,PAUL MANOJ PANDIAN,AIADMK,Two Leaves,MALE,GENERAL,Post Graduate
2101,Tamil Nadu,TIRUNELVELI,MICHAEL RAYAPPAN S,IND,Gift Pack,MALE,GENERAL,12th Pass
2102,Tamil Nadu,TIRUNELVELI,SATHYA B,NTK,Ganna Kisan,FEMALE,GENERAL,Graduate
2103,Tamil Nadu,TIRUNELVELI,VENNIMALAI M,MNM,Battery Torch,MALE,GENERAL,Post Graduate
2104,Tamil Nadu,TIRUNELVELI,NOTA,NOTA,,,,
2105,Andhra Pradesh,TIRUPATI,Balli Durga Prasad Rao,YSRCP,Ceiling Fan,MALE,SC,Graduate Professional
2106,Andhra Pradesh,TIRUPATI,Panabaka Lakshmi,TDP,Bicycle,FEMALE,SC,Doctorate
2107,Andhra Pradesh,TIRUPATI,NOTA,NOTA,,,,
2108,Andhra Pradesh,TIRUPATI,Chintamohan,INC,Hand,MALE,SC,Graduate Professional
2109,Andhra Pradesh,TIRUPATI,Doctor Daggumati Sreehari Rao,BSP,Elephant,MALE,SC,Graduate Professional
2110,Andhra Pradesh,TIRUPATI,Bommi Srihari Rao,BJP,Lotus,MALE,SC,Graduate
2111,Tamil Nadu,TIRUPPUR,"SUBBARAYAN, K.",CPI(M),Ears of Corn And Sickle,MALE,GENERAL,10th Pass
2112,Tamil Nadu,TIRUPPUR,"ANANDAN, M.S.M.",AIADMK,Two Leaves,MALE,GENERAL,10th Pass
2113,Tamil Nadu,TIRUPPUR,"CHANDIRAKUMAR, V.S.",MNM,Battery Torch,MALE,GENERAL,10th Pass
2114,Tamil Nadu,TIRUPPUR,"SELVAM, S.R.",IND,Gift Pack,MALE,GENERAL,8th Pass
2115,Tamil Nadu,TIRUPPUR,"JAGANATHAN, P.",NTK,Ganna Kisan,MALE,GENERAL,10th Pass
2116,Tamil Nadu,TIRUPPUR,NOTA,NOTA,,,,
2117,Tamil Nadu,TIRUVANNAMALAI,ANNADURAI C N,DMK,Rising Sun,MALE,GENERAL,Graduate
2118,Tamil Nadu,TIRUVANNAMALAI,AGRI KRISHNAMURTHY S S,AIADMK,Two Leaves,MALE,GENERAL,Graduate Professional
2119,Tamil Nadu,TIRUVANNAMALAI,GNANASEKAR A,IND,Gift Pack,MALE,GENERAL,10th Pass
2120,Tamil Nadu,TIRUVANNAMALAI,RAMESHBABU R,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate
2121,Tamil Nadu,TIRUVANNAMALAI,ARUL R,MNM,Battery Torch,MALE,GENERAL,Others
2122,Tamil Nadu,TIRUVANNAMALAI,NOTA,NOTA,,,,
2123,Rajasthan,TONK-SAWAI MADHOPUR,Sukhbir Singh Jaunapuria,BJP,Lotus,MALE,GENERAL,12th Pass
2124,Rajasthan,TONK-SAWAI MADHOPUR,Namonarayan,INC,Hand,MALE,ST,Post Graduate
2125,Rajasthan,TONK-SAWAI MADHOPUR,Laxmi Kant Bairwa,BSP,Elephant,MALE,SC,Graduate
2126,Tripura,TRIPURA EAST,Rebati Tripura,BJP,Lotus,MALE,ST,Post Graduate
2127,Tripura,TRIPURA EAST,Maharaj kumari Pragya DebBurman,INC,Hand,FEMALE,ST,Post Graduate
2128,Tripura,TRIPURA EAST,Jitendra Chaudhury,CPI(M),"Hammer, Sickle and Star",MALE,ST,10th Pass
2129,Tripura,TRIPURA EAST,Narendra Chandra DebBarma,IPFT,Dao,MALE,ST,Graduate
2130,Tripura,TRIPURA EAST,NOTA,NOTA,,,,
2131,Tripura,TRIPURA WEST,Pratima Bhoumik,BJP,Lotus,FEMALE,GENERAL,Graduate
2132,Tripura,TRIPURA WEST,Subal Bhowmik,INC,Hand,MALE,GENERAL,Graduate Professional
2133,Tripura,TRIPURA WEST,Sankar Prasad Datta,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
2134,Tripura,TRIPURA WEST,Brishaketu Debbarma,IPFT,Dao,MALE,ST,Graduate
2135,Tripura,TRIPURA WEST,NOTA,NOTA,,,,
2136,Karnataka,TUMKUR,G. S. BASAVARAJ,BJP,Lotus,MALE,GENERAL,Graduate Professional
2137,Karnataka,TUMKUR,H. D. DEVEGOWDA,JD(S),A lady farmer carrying paddy on her head,MALE,GENERAL,Others
2138,Karnataka,TUMKUR,N. SHIVANNA,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Others
2139,Meghalaya,TURA,AGATHA K. SANGMA,NPEP,Book,FEMALE,ST,Post Graduate
2140,Meghalaya,TURA,DR. MUKUL SANGMA,INC,Hand,MALE,ST,Graduate Professional
2141,Meghalaya,TURA,RIKMAN GARREY MOMIN,BJP,Lotus,MALE,ST,Others
2142,Meghalaya,TURA,NOTA,NOTA,,,,
2143,Rajasthan,UDAIPUR,ARJUNLAL MEENA,BJP,Lotus,MALE,ST,Post Graduate
2144,Rajasthan,UDAIPUR,RAGHUVIR SINGH MEENA,INC,Hand,MALE,ST,Graduate Professional
2145,Rajasthan,UDAIPUR,BIRDHI LAL CHHANWAL,BTP,Auto- Rickshaw,MALE,ST,Post Graduate
2146,Rajasthan,UDAIPUR,NOTA,NOTA,,,,
2147,Rajasthan,UDAIPUR,GHANSHYAM SINGH TAWAR,CPI(M),Ears of Corn And Sickle,MALE,ST,Graduate
2148,Rajasthan,UDAIPUR,KESULAL MEENA,BSP,Elephant,MALE,ST,10th Pass
2149,Jammu & Kashmir,UDHAMPUR,DR. JITENDRA SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate
2150,Jammu & Kashmir,UDHAMPUR,VIKRAMADITYA SINGH,INC,Hand,MALE,GENERAL,Others
2151,Jammu & Kashmir,UDHAMPUR,HARSH DEV SINGH,JKNPP,Bicycle,MALE,GENERAL,Post Graduate
2152,Jammu & Kashmir,UDHAMPUR,LAL SINGH,DSSP,Tractor Chalata Kisan,MALE,GENERAL,Graduate
2153,Jammu & Kashmir,UDHAMPUR,TILAK RAJ BHAGAT,BSP,Elephant,MALE,SC,Graduate Professional
2154,Karnataka,UDUPI CHIKMAGALUR,SHOBHA KARANDLAJE,BJP,Lotus,FEMALE,GENERAL,Post Graduate
2155,Karnataka,UDUPI CHIKMAGALUR,PRAMOD MADHWARAJ,JD(S),A lady farmer carrying paddy on her head,MALE,GENERAL,12th Pass
2156,Karnataka,UDUPI CHIKMAGALUR,P. PARAMESHWARA,BSP,Elephant,MALE,SC,Graduate Professional
2157,Bihar,UJIARPUR,Nityanand Rai,BJP,Lotus,MALE,GENERAL,Graduate
2158,Bihar,UJIARPUR,Upendra Kushwaha,BLSP,Ceiling Fan,MALE,GENERAL,Post Graduate
2159,Bihar,UJIARPUR,Ajay Kumar,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate
2160,Bihar,UJIARPUR,Mamta Kumari,IND,Helicopter,FEMALE,GENERAL,12th Pass
2161,Bihar,UJIARPUR,Allamaa Shiblee Nomanee Halami,IND,BUCKET,MALE,GENERAL,10th Pass
2162,Bihar,UJIARPUR,NOTA,NOTA,,,,
2163,Bihar,UJIARPUR,MD. Anwar,IND,Cup & Saucer,MALE,GENERAL,10th Pass
2164,Bihar,UJIARPUR,Dr. Ajay Singh Almust,RSPSR,Truck,MALE,GENERAL,Doctorate
2165,Bihar,UJIARPUR,Navin Kumar,BSP,Elephant,MALE,GENERAL,Post Graduate
2166,Madhya Pradesh,UJJAIN,ANIL FIROJIYA,BJP,Lotus,MALE,SC,12th Pass
2167,Madhya Pradesh,UJJAIN,BABULAL MALVIYA,INC,Hand,MALE,SC,5th Pass
2168,West Bengal,ULUBERIA,SAJDA AHMED,AITC,Flowers and Grass,FEMALE,GENERAL,Graduate
2169,West Bengal,ULUBERIA,JOY BANERJEE,BJP,Lotus,MALE,GENERAL,Graduate
2170,West Bengal,ULUBERIA,MAKSUDA KHATUN,CPI(M),"Hammer, Sickle and Star",FEMALE,GENERAL,Doctorate
2171,West Bengal,ULUBERIA,Shoma Ranisree Roy,INC,Hand,FEMALE,GENERAL,Post Graduate
2172,Uttar Pradesh,UNNAO,Swami Sakshi Ji Maharaj,BJP,Lotus,MALE,GENERAL,Doctorate
2173,Uttar Pradesh,UNNAO,Arun Shanker Shukla,SP,Bicycle,MALE,GENERAL,10th Pass
2174,Uttar Pradesh,UNNAO,Annu Tandon,INC,Hand,FEMALE,GENERAL,Graduate
2175,Karnataka,UTTARA KANNADA,ANANTKUMAR HEGDE,BJP,Lotus,MALE,GENERAL,12th Pass
2176,Karnataka,UTTARA KANNADA,ANAND ASNOTIKAR,JD(S),A lady farmer carrying paddy on her head,MALE,GENERAL,Post Graduate
2177,Karnataka,UTTARA KANNADA,NOTA,NOTA,,,,
2178,Kerala,VADAKARA,K. MURALEEDHARAN,INC,Hand,MALE,GENERAL,Graduate
